,data,db,exp,prank,rank,reg,report,sj,zb
103,,月度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,3.001731,84.0,全国,cn=A01&zb=A020L0F&sj=201703,2017年3月,燃气生产和供应业利润总额_累计增长(%)
104,,月度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,3.001731,84.0,全国,cn=A01&zb=A020L0F&sj=201703,2017年3月,水的生产和供应业利润总额_累计增长(%)
105,,月度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,3.001731,84.0,全国,cn=A01&zb=A020M0G&sj=201703,2017年3月,燃气生产和供应业利润总额_累计增长(%)
106,,月度数据,利润总额指企业在一定会计期间的经营成果，是生产经营过程中各种收入扣除各种耗费后的盈余，反映企业在报告期内实现的盈亏总额。根据会计“利润表”中“利润总额”项目的本期金额数填报。,3.001731,84.0,全国,cn=A01&zb=A020M0G&sj=201703,2017年3月,水的生产和供应业利润总额_累计增长(%)
107,97,年度数据,货物进出口总额指实际进出我国国境的货物总金额。包括对外贸易实际进出口货物，来料加工装配进出口货物，国家间、联合国及国际组织无偿援助物资和赠送品，华侨、港澳台同胞和外籍华人捐赠品，租赁期满归承租人所有的租赁货物，进料加工进出口货物，边境地方贸易及边境地区小额贸易进出口货物(边民互市贸易除外)，中外合资企业、中外合作经营企业、外商独资经营企业进出口货物和公用物品，到、离岸价格在规定限额以上的进出口货样和广告品(无商业价值、无使用价值和免费提供出口的除外)，从保税仓库提取在中国境内销售的进口货物，以及其他进出口货物。该指标用以观察一个国家在对外贸易方面的总规模。我国规定出口货物按离岸价格统计，进口货物按到岸价格统计。,3.001829,84.0,全国,cn=C01&zb=A06050101&sj=2015,2015年,中国同亚洲其他国家(地区)进出口总额(万美元)
108,25,年度数据,货物进出口总额指实际进出我国国境的货物总金额。包括对外贸易实际进出口货物，来料加工装配进出口货物，国家间、联合国及国际组织无偿援助物资和赠送品，华侨、港澳台同胞和外籍华人捐赠品，租赁期满归承租人所有的租赁货物，进料加工进出口货物，边境地方贸易及边境地区小额贸易进出口货物(边民互市贸易除外)，中外合资企业、中外合作经营企业、外商独资经营企业进出口货物和公用物品，到、离岸价格在规定限额以上的进出口货样和广告品(无商业价值、无使用价值和免费提供出口的除外)，从保税仓库提取在中国境内销售的进口货物，以及其他进出口货物。该指标用以观察一个国家在对外贸易方面的总规模。我国规定出口货物按离岸价格统计，进口货物按到岸价格统计。,3.001829,84.0,全国,cn=C01&zb=A06050101&sj=2014,2014年,中国同亚洲其他国家(地区)进出口总额(万美元)
109,212,年度数据,货物进出口总额指实际进出我国国境的货物总金额。包括对外贸易实际进出口货物，来料加工装配进出口货物，国家间、联合国及国际组织无偿援助物资和赠送品，华侨、港澳台同胞和外籍华人捐赠品，租赁期满归承租人所有的租赁货物，进料加工进出口货物，边境地方贸易及边境地区小额贸易进出口货物(边民互市贸易除外)，中外合资企业、中外合作经营企业、外商独资经营企业进出口货物和公用物品，到、离岸价格在规定限额以上的进出口货样和广告品(无商业价值、无使用价值和免费提供出口的除外)，从保税仓库提取在中国境内销售的进口货物，以及其他进出口货物。该指标用以观察一个国家在对外贸易方面的总规模。我国规定出口货物按离岸价格统计，进口货物按到岸价格统计。,3.001829,84.0,全国,cn=C01&zb=A06050102&sj=2015,2015年,中国同非洲其他国家(地区)进出口总额(万美元)
110,126,年度数据,货物进出口总额指实际进出我国国境的货物总金额。包括对外贸易实际进出口货物，来料加工装配进出口货物，国家间、联合国及国际组织无偿援助物资和赠送品，华侨、港澳台同胞和外籍华人捐赠品，租赁期满归承租人所有的租赁货物，进料加工进出口货物，边境地方贸易及边境地区小额贸易进出口货物(边民互市贸易除外)，中外合资企业、中外合作经营企业、外商独资经营企业进出口货物和公用物品，到、离岸价格在规定限额以上的进出口货样和广告品(无商业价值、无使用价值和免费提供出口的除外)，从保税仓库提取在中国境内销售的进口货物，以及其他进出口货物。该指标用以观察一个国家在对外贸易方面的总规模。我国规定出口货物按离岸价格统计，进口货物按到岸价格统计。,3.001829,84.0,全国,cn=C01&zb=A06050102&sj=2014,2014年,中国同非洲其他国家(地区)进出口总额(万美元)
111,23014.59,分省年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。按当年价格计算。对于一个地区来说，称为地区生产总值或地区GDP。,0.000632,106.82,北京市,cn=E0103&zb=A0201&reg=110000&sj=2015,2015年,地区生产总值(亿元)
112,21330.83,分省年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。按当年价格计算。对于一个地区来说，称为地区生产总值或地区GDP。,0.000632,106.82,北京市,cn=E0103&zb=A0201&reg=110000&sj=2014,2014年,地区生产总值(亿元)
113,,分省季度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。按当年价格计算。对于一个地区来说，称为地区生产总值或地区GDP。,0.001033,106.82,北京市,cn=E0102&zb=A0101&reg=110000&sj=2017A,2017年第一季度,地区生产总值_累计值(亿元)
114,9100.73,分省年度数据,其他行业增加值是指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内从事其他行业生产活动的最终成果。,6.710832,106.82,北京市,cn=E0103&zb=A0201&reg=110000&sj=2015,2015年,其他行业增加值(亿元)
115,8110.18,分省年度数据,其他行业增加值是指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内从事其他行业生产活动的最终成果。,6.710832,106.82,北京市,cn=E0103&zb=A0201&reg=110000&sj=2014,2014年,其他行业增加值(亿元)
116,180682.7,季度数据,国内生产总值(GDP)是指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。,1.73113,106.0,全国,cn=B01&zb=A0101&sj=2017A,2017年第一季度,国内生产总值_累计值(亿元)
117,106.9,季度数据,国内生产总值指数是指反映一定时期内国内生产总值变动趋势和程度的相对数，该指标是以上年同期为100计算的同比指数。按不变价格计算。,1.73123,106.0,全国,cn=B01&zb=A0103&sj=2017A,2017年第一季度,国内生产总值指数(上年同期=100)_当季值
118,689052.1,年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。,1.730629,144.0,全国,cn=C01&zb=A0201&sj=2015,2015年,国内生产总值(亿元)
119,643974.0,年度数据,国内生产总值(GDP)指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。,1.730629,144.0,全国,cn=C01&zb=A0201&sj=2014,2014年,国内生产总值(亿元)
120,180682.7,季度数据,国内生产总值(GDP)是指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。,1.73103,144.0,全国,cn=B01&zb=A0101&sj=2017A,2017年第一季度,国内生产总值_当季值(亿元)
121,6.8,年度数据,分行业增加值构成-建筑业是指建筑业增加值占国内生产总值的比重。按当年价格计算。,2.241029,128.0,全国,cn=C01&zb=A0206&sj=2015,2015年,分行业增加值构成-建筑业增加值(%)
122,7.0,年度数据,分行业增加值构成-建筑业是指建筑业增加值占国内生产总值的比重。按当年价格计算。,2.241029,128.0,全国,cn=C01&zb=A0206&sj=2014,2014年,分行业增加值构成-建筑业增加值(%)
123,9.1,年度数据,分行业增加值构成-农林牧渔业是指农林牧渔业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2015,2015年,分行业增加值构成-农林牧渔业增加值(%)
124,9.3,年度数据,分行业增加值构成-农林牧渔业是指农林牧渔业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2014,2014年,分行业增加值构成-农林牧渔业增加值(%)
125,34.3,年度数据,分行业增加值构成-工业是指工业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2015,2015年,分行业增加值构成-工业增加值(%)
126,36.3,年度数据,分行业增加值构成-工业是指工业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2014,2014年,分行业增加值构成-工业增加值(%)
127,9.6,年度数据,分行业增加值构成-批发和零售业是指批发和零售业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2015,2015年,分行业增加值构成-批发和零售业增加值(%)
128,9.7,年度数据,分行业增加值构成-批发和零售业是指批发和零售业增加值占国内生产总值的比重。按当年价格计算。,4.471228999999999,128.0,全国,cn=C01&zb=A0206&sj=2014,2014年,分行业增加值构成-批发和零售业增加值(%)
129,,年度数据,人均国内生产总值是指国内生产总值的绝对值与该年平均人口的比值，是衡量一个国家或地区每个居民对该国家或地区的经济贡献或创造价值的指标。,13.421429,128.0,全国,cn=C01&zb=A010503&sj=2015,2015年,民族自治地方人均地区生产总值(元)
130,,年度数据,人均国内生产总值是指国内生产总值的绝对值与该年平均人口的比值，是衡量一个国家或地区每个居民对该国家或地区的经济贡献或创造价值的指标。,13.421429,128.0,全国,cn=C01&zb=A010503&sj=2014,2014年,民族自治地方人均地区生产总值(元)
131,172413.3,季度数据,国内生产总值(GDP)是指按市场价格计算的一个国家（或地区）所有常住单位在一定时期内生产活动的最终成果。国内生产总值有三种表现形态，即价值形态、收入形态和产品形态。从价值形态看，它是所有常住单位在一定时期内生产的全部货物和服务价值与同期投入的全部非固定资产货物和服务价值的差额，即所有常住单位的增加值之和；从收入形态看，它是所有常住单位在一定时期内创造并分配给常住单位和非常住单位的初次收入之和；从产品形态看，它是所有常住单位在一定时期内最终使用的货物和服务价值与货物和服务净出口价值之和。在实际核算中，国内生产总值有三种计算方法，即生产法、收入法和支出法。三种方法分别从不同的方面反映国内生产总值及其构成。,1.73203,109.8,全国,cn=B01&zb=A0102&sj=2017A,2017年第一季度,国内生产总值(不变价)_当季值(亿元)
132,858603.77,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,3.611629,90.0,全国,cn=C01&zb=A0E010Y&sj=2015,2015年,内资工业企业工业销售产值(现价)(亿元)
133,841317.25,年度数据,工业销售产值（当年价格）指以货币形式表现的，工业企业在报告期内销售的本企业生产的工业产品或提供工业性劳务价值的总价值量。工业销售产值包括的内容为：（1）销售成品价值指企业在报告期内实际销售（包括本期生产和非本期生产）的全部成品、半成品的总价值，即按报告期产品的实际销售数量乘以不含增值税（销项税额）的产品实际销售平均单价计算。销售成品价值中包括企业生产的自制设备及提供给本企业在建工程、其他非工业部门和生活福利部门等单位使用的成品价值，但不包括用订货者来料加工，并且只收取加工费的成品（半成品）价值。（2）对外加工费收入指企业在报告期内完成的对外承接的工业品加工（包括用定货者来料加工的产品）的加工费收入；对外工业品修理作业可收取的加工费收入和对内非工业部门提供的加工修理、设备安装等收入。对外加工费收入按不含增值税（销项税额）的价格计算。对于以对外加工生产为主，对外加工费收入所占比重较大的企业，如果对外加工费收入出现跨报告期支付的情况，为保证总产值生产口径计算的准确性，则应将对外加工费收入按实际情况调整，记录本报告期应实际收取的对外加工费收入。,3.611629,90.0,全国,cn=C01&zb=A0E010Y&sj=2014,2014年,内资工业企业工业销售产值(现价)(亿元)
